,customerid,surname,balance,numofproducts,hascrcard,tenure,isactivemember,exited,creditscore,geography,gender,age,estimatedsalary,age_group,estimatedsalary_group,saving,saving_group,creditscore_group,numofproducts_scale,age_scale,creditscore_scale,estimatedsalary_scale,balance_scale,gender_scale,geography_germany,geography_spain,saving_group_below 50k,saving_group_50k - 100k,saving_group_100k - 150k,saving_group_150k - 200k,saving_group_above 200k,creditscore_group_650 - 700,creditscore_group_above 700,age_group_21-23,age_group_24-31,age_group_32-44,age_group_45-60,age_group_above 60,salary_group_5k - 10k,salary_group_10k - 20k,salary_group_20k - 50k,salary_group_50k - 100k,salary_group_100k - 150k,salary_group_150k - 200k,numofproducts_2,numofproducts_3,numofproducts_4,no_churn_proba,churn_proba,predicted
83,15641732,Mills,0.0,2,0,3,0,0,543,france,female,36,26019.59,32-44,20k - 50k,0,no saving,below 650,0.3333333333333333,0.24324324324324326,0.386,0.13005247001088602,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.9482057,0.05179431,0
84,15701164,Onyeorulu,90307.62,1,1,4,1,0,506,france,female,34,159235.29,32-44,150k - 200k,1,50k - 100k,below 650,0.0,0.21621621621621623,0.31199999999999994,0.7961945865830187,0.359937455083855,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.82228935,0.17771067,0
85,15738751,Beit,0.0,2,0,4,0,0,493,france,female,46,1907.66,45-60,below 5k,0,no saving,below 650,0.3333333333333333,0.37837837837837845,0.2859999999999999,0.009481305464671876,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.8896942,0.110305816,0
86,15805254,Ndukaku,0.0,2,1,10,1,0,652,spain,female,75,114675.75,above 60,100k - 150k,0,no saving,650 - 700,0.3333333333333333,0.7702702702702704,0.604,0.5733756073705039,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.9338082,0.066191815,0
87,15762418,Gant,121681.82,1,0,3,0,1,750,spain,male,22,128643.35,21-23,100k - 150k,1,100k - 150k,above 700,0.0,0.05405405405405406,0.7999999999999999,0.6432202775365047,0.484985039144778,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.86003816,0.13996181,0
88,15625759,Rowley,0.0,2,0,9,0,0,729,france,male,30,151869.35,24-31,150k - 200k,0,no saving,above 700,0.3333333333333333,0.16216216216216217,0.7579999999999999,0.7593613690107405,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9743964,0.025603598,0
89,15622897,Sharpe,0.0,3,0,4,0,1,646,france,female,46,93251.42,45-60,50k - 100k,0,no saving,below 650,0.6666666666666667,0.37837837837837845,0.592,0.4662437262758593,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.07540667,0.9245933,1
90,15767954,Osborne,81623.67,2,1,3,1,0,635,germany,female,28,156791.36,24-31,150k - 200k,1,50k - 100k,below 650,0.3333333333333333,0.13513513513513514,0.57,0.7839737694949866,0.3253259919196675,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.943921,0.056078985,0
91,15757535,Heap,0.0,3,1,5,1,1,647,spain,female,44,174205.22,32-44,150k - 200k,0,no saving,below 650,0.6666666666666667,0.35135135135135137,0.594,0.8710513854073063,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.32719362,0.6728064,1
92,15731511,Ritchie,118626.55,2,0,7,0,0,808,france,male,45,147132.46,45-60,100k - 150k,1,100k - 150k,above 700,0.3333333333333333,0.36486486486486486,0.916,0.7356746569297367,0.47280770451460996,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.5347495,0.4652505,0
93,15809248,Cole,0.0,2,0,10,0,0,524,france,female,36,109614.57,32-44,100k - 150k,0,no saving,below 650,0.3333333333333333,0.24324324324324326,0.348,0.5480672904262357,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.92102075,0.078979254,0
94,15640635,Capon,0.0,2,1,8,1,0,769,france,male,29,172290.61,24-31,150k - 200k,0,no saving,above 700,0.3333333333333333,0.14864864864864863,0.838,0.8614774210937143,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9774107,0.022589317,0
95,15676966,Capon,0.0,2,1,4,1,0,730,spain,male,42,85982.47,32-44,50k - 100k,0,no saving,above 700,0.3333333333333333,0.3243243243243243,0.7599999999999999,0.4298955050207295,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.97718155,0.022818472,0
96,15699461,Fiorentini,176273.95,1,1,10,1,0,515,spain,male,35,121277.78,32-44,100k - 150k,1,150k - 200k,below 650,0.0,0.22972972972972977,0.32999999999999996,0.6063889101409184,0.7025719087777832,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9401212,0.059878826,0
97,15738721,Graham,102827.44,1,1,9,1,0,773,spain,male,41,64595.25,32-44,50k - 100k,1,100k - 150k,above 700,0.0,0.3108108108108108,0.846,0.32294919164780234,0.40983747624384076,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.9400551,0.05994495,0
98,15693683,Yuille,97086.4,2,1,8,1,0,814,germany,male,29,197276.13,24-31,150k - 200k,1,50k - 100k,above 700,0.3333333333333333,0.14864864864864863,0.928,0.9864169528189942,0.386955516480815,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.94123274,0.058767248,0
99,15604348,Allard,0.0,2,0,8,0,0,710,spain,male,22,99645.04,21-23,50k - 100k,0,no saving,above 700,0.3333333333333333,0.05405405405405406,0.7199999999999999,0.4982148795209942,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.96939373,0.03060626,0
100,15633059,Fanucci,0.0,2,0,9,0,0,413,france,male,34,6534.18,32-44,5k - 10k,0,no saving,below 650,0.3333333333333333,0.21621621621621623,0.126,0.03261611483896712,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.9686772,0.03132275,0
101,15808582,Fu,0.0,1,1,6,1,0,665,france,female,40,161848.03,32-44,150k - 200k,0,no saving,650 - 700,0.0,0.2972972972972973,0.63,0.8092595342855242,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7970408,0.20295921,0
102,15743192,Hung,0.0,2,0,6,0,0,623,france,female,44,167162.43,32-44,150k - 200k,0,no saving,below 650,0.3333333333333333,0.35135135135135137,0.5459999999999999,0.8358340721538906,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9461414,0.053858586,0
103,15580146,Hung,82674.15,1,0,9,0,0,738,france,male,31,41970.72,24-31,20k - 50k,1,50k - 100k,above 700,0.0,0.1756756756756757,0.7759999999999999,0.20981573740292198,0.32951287114222355,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.92457926,0.07542077,0
104,15776605,Bradley,0.0,2,0,7,0,0,528,spain,male,36,60536.56,32-44,50k - 100k,0,no saving,below 650,0.3333333333333333,0.24324324324324326,0.356,0.30265380343822834,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9686772,0.03132275,0
105,15804919,Dunbabin,0.0,1,1,1,1,1,670,spain,female,65,177655.68,above 60,150k - 200k,0,no saving,650 - 700,0.0,0.6351351351351351,0.64,0.8883053331593166,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8396977,0.16030228,0
106,15613854,Mauldon,107073.27,2,1,4,1,1,622,spain,female,46,30984.59,45-60,20k - 50k,1,100k - 150k,below 650,0.3333333333333333,0.37837837837837845,0.5439999999999999,0.15487984102481786,0.4267600044304842,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.6650784,0.3349216,0
107,15599195,Stiger,88938.62,1,1,1,1,0,582,germany,male,32,10054.53,32-44,10k - 20k,1,50k - 100k,below 650,0.0,0.1891891891891892,0.46399999999999986,0.050219545966639814,0.3544810564321155,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.84030366,0.15969634,0
108,15812878,Parsons,99806.85,1,1,2,1,0,785,germany,female,36,36976.52,32-44,20k - 50k,1,50k - 100k,above 700,0.0,0.24324324324324326,0.87,0.18484235244465844,0.39779836506527416,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.79845935,0.20154063,0
109,15602312,Walkom,150092.8,1,0,5,0,0,605,spain,male,33,71862.79,32-44,50k - 100k,1,150k - 200k,below 650,0.0,0.2027027027027027,0.5099999999999999,0.3592903622295929,0.5982221706032119,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8275174,0.17248258,0
110,15744689,T'ang,92833.89,1,0,9,0,1,479,germany,male,35,99449.86,32-44,50k - 100k,1,50k - 100k,below 650,0.0,0.22972972972972977,0.258,0.49723888631364294,0.37000636393844216,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.7642824,0.23571758,0
111,15803526,Eremenko,90536.81,1,1,3,1,0,685,germany,male,30,63082.88,24-31,50k - 100k,1,50k - 100k,650 - 700,0.0,0.16216216216216217,0.67,0.3153866194221548,0.3608509335403869,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.924661,0.07533903,0
112,15665790,Rowntree,108055.1,2,0,7,0,0,538,germany,male,39,27231.26,32-44,20k - 50k,1,100k - 150k,below 650,0.3333333333333333,0.2837837837837838,0.376,0.13611139863856997,0.4306732665840542,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.9203462,0.07965381,0
113,15715951,Thorpe,100238.35,1,0,2,0,0,562,france,male,42,86797.41,32-44,50k - 100k,1,100k - 150k,below 650,0.0,0.3243243243243243,0.42400000000000004,0.43397059419174533,0.3995181868463009,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8590624,0.14093764,0
114,15591100,Chiemela,106190.55,1,1,9,1,0,675,spain,male,36,22994.32,32-44,20k - 50k,1,100k - 150k,650 - 700,0.0,0.24324324324324326,0.65,0.11492467530649175,0.4232417632194809,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.9431853,0.05681464,0
115,15609618,Fanucci,154475.54,2,1,9,1,1,721,germany,male,28,101300.94,24-31,100k - 150k,1,150k - 200k,above 700,0.3333333333333333,0.13513513513513514,0.7419999999999999,0.5064951702887626,0.6156903785118493,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.94123274,0.058767248,0
116,15675522,Ko,132351.29,2,1,9,1,0,628,germany,female,30,74169.13,24-31,50k - 100k,1,100k - 150k,below 650,0.3333333333333333,0.16216216216216217,0.5559999999999999,0.370823163612125,0.5275101536245255,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.94194096,0.058059048,0
117,15705512,Welch,167864.4,1,0,6,0,0,668,germany,female,37,115638.29,32-44,100k - 150k,1,150k - 200k,650 - 700,0.0,0.25675675675675674,0.636,0.5781887670272511,0.6690541167531407,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8365936,0.16340639,0
118,15698028,Duncan,0.0,2,0,1,0,0,506,france,female,41,31766.3,32-44,20k - 50k,0,no saving,below 650,0.3333333333333333,0.3108108108108108,0.31199999999999994,0.1587887643269932,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.9482057,0.05179431,0
119,15661670,Chidozie,107818.63,1,0,8,0,1,524,germany,female,31,199725.39,24-31,150k - 200k,1,100k - 150k,below 650,0.0,0.1756756756756757,0.348,0.9986644224523442,0.42973077236259555,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.69970477,0.3002952,0
120,15600781,Wu,185173.81,2,0,4,0,0,699,germany,male,34,120834.48,32-44,100k - 150k,1,150k - 200k,650 - 700,0.3333333333333333,0.21621621621621623,0.6980000000000001,0.6041721984449514,0.7380439205416033,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9179755,0.08202451,0
121,15682472,Culbreth,129433.34,2,0,8,0,0,828,france,male,34,38131.77,32-44,20k - 50k,1,100k - 150k,above 700,0.3333333333333333,0.21621621621621623,0.9560000000000001,0.19061915412921931,0.5158801328459695,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.92358315,0.076416835,0
123,15690673,Cameron,0.0,2,0,6,0,0,656,france,female,39,141069.88,32-44,100k - 150k,0,no saving,650 - 700,0.3333333333333333,0.2837837837837838,0.612,0.7053588617712991,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9465012,0.053498793,0
124,15760085,Calabresi,126384.42,1,1,10,1,0,684,germany,female,48,198129.36,45-60,150k - 200k,1,100k - 150k,650 - 700,0.0,0.40540540540540543,0.668,0.9906835102752312,0.5037281072964725,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.45417577,0.5458242,1
125,15779659,Zetticci,0.0,1,0,3,0,0,625,france,female,28,183646.41,24-31,150k - 200k,0,no saving,below 650,0.0,0.13513513513513514,0.5499999999999999,0.9182618440061026,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7865391,0.21346092,0
126,15627360,Fuller,152603.45,1,0,9,0,1,432,france,male,42,110265.24,32-44,100k - 150k,1,150k - 200k,below 650,0.0,0.3243243243243243,0.16399999999999992,0.5513209511508349,0.6082288231050306,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.82783186,0.1721681,0
127,15671137,MacDonald,0.0,1,1,1,1,1,549,france,female,52,8636.05,45-60,5k - 10k,0,no saving,below 650,0.0,0.4594594594594595,0.398,0.04312646857774917,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.3839159,0.6160841,1
128,15782688,Piccio,148507.24,1,0,0,0,1,625,germany,male,56,46824.08,45-60,20k - 50k,1,100k - 150k,below 650,0.0,0.5135135135135136,0.5499999999999999,0.2340848551036624,0.5919026326585428,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.16610223,0.83389777,1
129,15575492,Kennedy,0.0,2,0,7,0,0,828,france,female,41,171378.77,32-44,150k - 200k,0,no saving,above 700,0.3333333333333333,0.3108108108108108,0.9560000000000001,0.8569177856485293,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9461414,0.053858586,0
130,15591607,Fernie,101827.07,1,0,9,0,0,770,france,male,24,167256.35,24-31,150k - 200k,1,100k - 150k,above 700,0.0,0.08108108108108109,0.84,0.836303717004974,0.40585031954607553,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9155433,0.08445669,0
131,15740404,He,0.0,2,1,3,1,0,758,france,female,34,124226.16,32-44,100k - 150k,0,no saving,above 700,0.3333333333333333,0.21621621621621623,0.816,0.6211322181268311,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9529505,0.04704955,0
132,15718369,Kaodilinakachukwu,130862.43,1,1,9,1,0,795,germany,female,33,114935.21,32-44,100k - 150k,1,100k - 150k,above 700,0.0,0.2027027027027027,0.89,0.5746730312744868,0.5215760311288141,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5867465,0.4132535,0
133,15677871,Cocci,122570.87,1,1,9,1,0,687,france,male,38,35608.88,32-44,20k - 50k,1,100k - 150k,650 - 700,0.0,0.27027027027027034,0.674,0.17800349933418638,0.4885285097228122,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.9319639,0.068036094,0
134,15642004,Alekseeva,0.0,2,1,1,1,0,686,france,male,25,16459.37,24-31,10k - 20k,0,no saving,650 - 700,0.3333333333333333,0.09459459459459457,0.672,0.08224680456983641,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.97726834,0.022731652,0
135,15712543,Chinweike,124828.46,2,1,7,1,0,789,germany,male,39,124411.08,32-44,100k - 150k,1,100k - 150k,above 700,0.3333333333333333,0.2837837837837838,0.878,0.6220569064345645,0.4975265455388681,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.93749654,0.062503435,0
136,15584518,Arthur,144895.05,2,1,5,1,0,589,germany,female,50,34941.23,45-60,20k - 50k,1,100k - 150k,below 650,0.3333333333333333,0.4324324324324324,0.47799999999999987,0.17466493050086282,0.5775055920114817,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.6635314,0.33646855,0
137,15802381,Li,63663.93,1,1,5,1,0,461,germany,female,34,167784.28,32-44,150k - 200k,1,50k - 100k,below 650,0.0,0.21621621621621623,0.22199999999999998,0.8389436191156254,0.25374417955911904,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8039673,0.19603269,0
138,15610156,Ma,133463.1,1,1,2,1,0,637,france,male,40,93165.34,32-44,50k - 100k,1,100k - 150k,below 650,0.0,0.2972972972972973,0.574,0.46581328516873355,0.5319414747238611,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.9298201,0.07017988,0
139,15594408,Chia,213146.2,1,0,2,0,1,584,spain,female,48,75161.25,45-60,50k - 100k,1,above 200k,below 650,0.0,0.40540540540540543,0.46799999999999986,0.3757842373946712,0.849532971733663,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.14813703,0.85186297,1
140,15640905,Vasin,129490.36,2,1,1,1,1,579,spain,female,35,8590.83,32-44,5k - 10k,1,100k - 150k,below 650,0.3333333333333333,0.22972972972972977,0.45799999999999985,0.04290034698313688,0.5161073964333488,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.83791196,0.16208804,0
141,15698932,Groves,137452.09,1,0,10,0,0,756,germany,male,44,189543.9,32-44,150k - 200k,1,100k - 150k,above 700,0.0,0.35135135135135137,0.8119999999999999,0.9477521103265361,0.547840320346799,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5090138,0.49098626,0
142,15724944,Tien,0.0,2,1,7,1,0,663,france,male,34,180427.24,32-44,150k - 200k,0,no saving,650 - 700,0.3333333333333333,0.21621621621621623,0.626,0.9021644567056153,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.977389,0.022611046,0
143,15628145,Forwood,125851.93,1,1,5,1,0,682,france,female,43,193318.33,32-44,150k - 200k,1,100k - 150k,650 - 700,0.0,0.3378378378378379,0.664,0.9666260627889962,0.5016057714907276,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8718991,0.1281009,0
144,15713483,Greeves,0.0,1,0,2,0,1,793,spain,male,52,159123.82,45-60,150k - 200k,0,no saving,above 700,0.0,0.4594594594594595,0.886,0.79563718335101,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2282052,0.7717948,1
145,15612350,Taylor,40915.55,1,0,5,0,1,691,france,female,31,126213.84,24-31,100k - 150k,1,below 50k,650 - 700,0.0,0.1756756756756757,0.682,0.6310715673346804,0.16307637096798946,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.7180563,0.28194365,0
146,15800703,Madukwe,113157.22,1,1,5,1,0,485,spain,female,21,54141.5,21-23,50k - 100k,1,100k - 150k,below 650,0.0,0.040540540540540515,0.2699999999999999,0.27067544950542777,0.4510086944065617,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.91766715,0.08233283,0
147,15705707,Bennelong,138296.94,2,0,8,0,0,635,spain,female,29,141075.51,24-31,100k - 150k,1,100k - 150k,below 650,0.3333333333333333,0.14864864864864863,0.57,0.705387014459881,0.5512076237806355,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.934356,0.06564402,0
148,15754105,Olisanugo,106967.18,1,0,5,0,0,650,france,male,37,24495.03,32-44,20k - 50k,1,100k - 150k,below 650,0.0,0.25675675675675674,0.6,0.12242894196395754,0.42633716342758926,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.8597119,0.14028814,0
149,15703264,Chukwufumnanya,120681.63,1,0,9,0,0,735,france,male,44,74836.34,32-44,50k - 100k,1,100k - 150k,above 700,0.0,0.35135135135135137,0.7699999999999999,0.37415953223532844,0.4809985998697719,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8552804,0.14471959,0
150,15794413,Harris,0.0,2,1,0,1,0,416,france,male,32,878.87,32-44,below 5k,0,no saving,below 650,0.3333333333333333,0.1891891891891892,0.132,0.004336864170528285,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9628421,0.0371579,0
151,15650237,Morgan,0.0,2,0,7,0,0,754,spain,female,32,89520.75,32-44,50k - 100k,0,no saving,above 700,0.3333333333333333,0.1891891891891892,0.8079999999999999,0.4475885947107949,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9465012,0.053498793,0
152,15759618,Alexeeva,0.0,1,0,9,0,1,535,france,female,48,149892.79,45-60,100k - 150k,0,no saving,below 650,0.0,0.40540540540540543,0.37,0.7494776251131983,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.20016843,0.79983157,1
153,15811589,Metcalfe,0.0,2,0,8,0,0,716,spain,male,42,180800.42,32-44,150k - 200k,0,no saving,above 700,0.3333333333333333,0.3243243243243243,0.7319999999999999,0.9040305349160845,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.96846163,0.031538375,0
154,15689044,Humphries,127609.59,1,0,2,0,0,539,france,male,37,98646.22,32-44,50k - 100k,1,100k - 150k,below 650,0.0,0.25675675675675674,0.378,0.49322030253889243,0.5086112453068097,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8590624,0.14093764,0
155,15709368,Milne,0.0,2,1,6,1,0,614,france,female,43,109041.53,32-44,100k - 150k,0,no saving,below 650,0.3333333333333333,0.3378378378378379,0.5279999999999999,0.5452018167735019,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9528594,0.047140572,0
156,15679145,Chou,0.0,1,0,7,0,1,706,spain,male,57,17941.16,45-60,10k - 20k,0,no saving,above 700,0.0,0.527027027027027,0.7119999999999999,0.08965646219213934,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.24864352,0.7513565,1
157,15655007,Li,0.0,2,0,7,0,0,758,france,female,33,82996.47,32-44,50k - 100k,0,no saving,above 700,0.3333333333333333,0.2027027027027027,0.816,0.41496407906955113,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9465012,0.053498793,0
158,15623595,Clayton,0.0,2,1,2,1,0,586,spain,female,28,92067.35,24-31,50k - 100k,0,no saving,below 650,0.3333333333333333,0.13513513513513514,0.47199999999999986,0.4603228108284341,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.9648979,0.035102144,0
159,15589975,Maclean,97259.25,1,1,6,1,0,646,france,female,73,104719.66,above 60,100k - 150k,1,50k - 100k,below 650,0.0,0.7432432432432432,0.592,0.5235904028834754,0.3876444416137246,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8795499,0.120450094,0
160,15804017,Chigolum,123246.7,1,0,4,0,0,631,germany,female,33,112687.57,32-44,100k - 150k,1,100k - 150k,below 650,0.0,0.2027027027027027,0.5619999999999999,0.5634337579238817,0.49122215318578155,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5256077,0.47439227,0
161,15692132,Wilkinson,101060.25,1,1,6,1,0,717,spain,female,22,84699.56,21-23,50k - 100k,1,100k - 150k,above 700,0.0,0.05405405405405406,0.7339999999999999,0.42348034237269655,0.40279401887834226,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.92021275,0.07978728,0
162,15641122,Wei,0.0,2,0,2,0,0,684,france,male,30,83473.82,24-31,50k - 100k,0,no saving,650 - 700,0.3333333333333333,0.16216216216216217,0.668,0.417351057025946,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.97457254,0.025427485,0
163,15630910,Treacy,108007.36,1,0,7,0,0,800,france,female,49,47125.11,45-60,20k - 50k,1,100k - 150k,above 700,0.0,0.4189189189189189,0.9,0.23559014885921603,0.4304829901255925,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.36121088,0.6387891,1
164,15680772,Hu,0.0,2,1,2,1,0,721,spain,female,36,106977.8,32-44,100k - 150k,0,no saving,above 700,0.3333333333333333,0.24324324324324326,0.7419999999999999,0.5348821812483092,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9540715,0.045928497,0
165,15658929,Taverner,133702.89,1,0,0,0,1,683,spain,male,29,55582.54,24-31,50k - 100k,1,100k - 150k,650 - 700,0.0,0.14864864864864863,0.666,0.27788133766774725,0.5328972014095446,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.84399366,0.15600634,0
166,15585388,Sherman,125189.75,2,1,9,1,0,660,germany,male,31,139874.43,24-31,100k - 150k,1,100k - 150k,650 - 700,0.3333333333333333,0.1756756756756757,0.62,0.6993810408894049,0.49896653258699586,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.9426905,0.057309482,0
167,15724623,Taubman,113034.22,1,0,7,0,1,704,germany,female,24,162503.48,24-31,150k - 200k,1,100k - 150k,above 700,0.0,0.08108108108108109,0.7079999999999999,0.8125370972927914,0.4505184555211242,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7208498,0.2791502,0
